timestamp_unix,datetime_utc,us_recession_2025_yes
1750032007,2025-06-16T00:00:07+00:00,0.305
1750118408,2025-06-17T00:00:08+00:00,0.245
1750204808,2025-06-18T00:00:08+00:00,0.285
1750291207,2025-06-19T00:00:07+00:00,0.275
1750377608,2025-06-20T00:00:08+00:00,0.275
1750464008,2025-06-21T00:00:08+00:00,0.285
1750550406,2025-06-22T00:00:06+00:00,0.285
1750636807,2025-06-23T00:00:07+00:00,0.315
1750723207,2025-06-24T00:00:07+00:00,0.27
1750809607,2025-06-25T00:00:07+00:00,0.26
1750896008,2025-06-26T00:00:08+00:00,0.265
1750982407,2025-06-27T00:00:07+00:00,0.295
1751068807,2025-06-28T00:00:07+00:00,0.3
1751155208,2025-06-29T00:00:08+00:00,0.265
1751241607,2025-06-30T00:00:07+00:00,0.265
1751328008,2025-07-01T00:00:08+00:00,0.265
1751414407,2025-07-02T00:00:07+00:00,0.24
1751500808,2025-07-03T00:00:08+00:00,0.26
1751587208,2025-07-04T00:00:08+00:00,0.215
1751673608,2025-07-05T00:00:08+00:00,0.215
1751760007,2025-07-06T00:00:07+00:00,0.225
1751846407,2025-07-07T00:00:07+00:00,0.215
1751932808,2025-07-08T00:00:08+00:00,0.225
1752019207,2025-07-09T00:00:07+00:00,0.195
1752105608,2025-07-10T00:00:08+00:00,0.195
1752192008,2025-07-11T00:00:08+00:00,0.185
1752278409,2025-07-12T00:00:09+00:00,0.195
1752364808,2025-07-13T00:00:08+00:00,0.195
1752451207,2025-07-14T00:00:07+00:00,0.2
1752537608,2025-07-15T00:00:08+00:00,0.205
1752624008,2025-07-16T00:00:08+00:00,0.215
1752710408,2025-07-17T00:00:08+00:00,0.205
1752796808,2025-07-18T00:00:08+00:00,0.195
1752883209,2025-07-19T00:00:09+00:00,0.175
1752969608,2025-07-20T00:00:08+00:00,0.175
1753056007,2025-07-21T00:00:07+00:00,0.175
1753142409,2025-07-22T00:00:09+00:00,0.175
1753228809,2025-07-23T00:00:09+00:00,0.195
1753315209,2025-07-24T00:00:09+00:00,0.185
1753401609,2025-07-25T00:00:09+00:00,0.175
1753488009,2025-07-26T00:00:09+00:00,0.175
1753574410,2025-07-27T00:00:10+00:00,0.165
1753660809,2025-07-28T00:00:09+00:00,0.17
1753747210,2025-07-29T00:00:10+00:00,0.165
1753833610,2025-07-30T00:00:10+00:00,0.165
1753920008,2025-07-31T00:00:08+00:00,0.125
1754006409,2025-08-01T00:00:09+00:00,0.115
1754092809,2025-08-02T00:00:09+00:00,0.165
1754179208,2025-08-03T00:00:08+00:00,0.145
1754265607,2025-08-04T00:00:07+00:00,0.15
1754352008,2025-08-05T00:00:08+00:00,0.145
1754438409,2025-08-06T00:00:09+00:00,0.145
1754524803,2025-08-07T00:00:03+00:00,0.145
1754611204,2025-08-08T00:00:04+00:00,0.135
1754697602,2025-08-09T00:00:02+00:00,0.125
1754784007,2025-08-10T00:00:07+00:00,0.125
1754870413,2025-08-11T00:00:13+00:00,0.125
1754956805,2025-08-12T00:00:05+00:00,0.12
1755043204,2025-08-13T00:00:04+00:00,0.12
1755129607,2025-08-14T00:00:07+00:00,0.115
1755216010,2025-08-15T00:00:10+00:00,0.115
1755302404,2025-08-16T00:00:04+00:00,0.125
1755388814,2025-08-17T00:00:14+00:00,0.125
1755475207,2025-08-18T00:00:07+00:00,0.135
1755561616,2025-08-19T00:00:16+00:00,0.13
1755648007,2025-08-20T00:00:07+00:00,0.125
1755734408,2025-08-21T00:00:08+00:00,0.125
1755820809,2025-08-22T00:00:09+00:00,0.11
1755907211,2025-08-23T00:00:11+00:00,0.1
1755993606,2025-08-24T00:00:06+00:00,0.11
1756080006,2025-08-25T00:00:06+00:00,0.115
1756166409,2025-08-26T00:00:09+00:00,0.11
1756252808,2025-08-27T00:00:08+00:00,0.105
1756339210,2025-08-28T00:00:10+00:00,0.1
1756425606,2025-08-29T00:00:06+00:00,0.105
1756512012,2025-08-30T00:00:12+00:00,0.105
1756598411,2025-08-31T00:00:11+00:00,0.09
1756684810,2025-09-01T00:00:10+00:00,0.08
1756771209,2025-09-02T00:00:09+00:00,0.08
1756857608,2025-09-03T00:00:08+00:00,0.085
1756944014,2025-09-04T00:00:14+00:00,0.085
1757030410,2025-09-05T00:00:10+00:00,0.075
1757116808,2025-09-06T00:00:08+00:00,0.075
1757203214,2025-09-07T00:00:14+00:00,0.085
1757289609,2025-09-08T00:00:09+00:00,0.08
1757376009,2025-09-09T00:00:09+00:00,0.09
1757462407,2025-09-10T00:00:07+00:00,0.09
1757548802,2025-09-11T00:00:02+00:00,0.085
1757635224,2025-09-12T00:00:24+00:00,0.125
1757721603,2025-09-13T00:00:03+00:00,0.105
1757808013,2025-09-14T00:00:13+00:00,0.095
1757894413,2025-09-15T00:00:13+00:00,0.095
1757980808,2025-09-16T00:00:08+00:00,0.095
1758067206,2025-09-17T00:00:06+00:00,0.08
1758153605,2025-09-18T00:00:05+00:00,0.055
1758240014,2025-09-19T00:00:14+00:00,0.065
1758326413,2025-09-20T00:00:13+00:00,0.07
1758412807,2025-09-21T00:00:07+00:00,0.055
1758499202,2025-09-22T00:00:02+00:00,0.06
1758585608,2025-09-23T00:00:08+00:00,0.06
1758672012,2025-09-24T00:00:12+00:00,0.055
1758758405,2025-09-25T00:00:05+00:00,0.065
1758844807,2025-09-26T00:00:07+00:00,0.065
1758931208,2025-09-27T00:00:08+00:00,0.065
1759017610,2025-09-28T00:00:10+00:00,0.065
1759104007,2025-09-29T00:00:07+00:00,0.065
1759190406,2025-09-30T00:00:06+00:00,0.065
1759276805,2025-10-01T00:00:05+00:00,0.065
1759363207,2025-10-02T00:00:07+00:00,0.055
1759449608,2025-10-03T00:00:08+00:00,0.06
1759536004,2025-10-04T00:00:04+00:00,0.06
1759622405,2025-10-05T00:00:05+00:00,0.055
1759708805,2025-10-06T00:00:05+00:00,0.055
1759795202,2025-10-07T00:00:02+00:00,0.06
1759881612,2025-10-08T00:00:12+00:00,0.055
1759968013,2025-10-09T00:00:13+00:00,0.06
1760054408,2025-10-10T00:00:08+00:00,0.06
1760140809,2025-10-11T00:00:09+00:00,0.065
1760227207,2025-10-12T00:00:07+00:00,0.065
1760313615,2025-10-13T00:00:15+00:00,0.055
1760400016,2025-10-14T00:00:16+00:00,0.055
1760486408,2025-10-15T00:00:08+00:00,0.055
1760572818,2025-10-16T00:00:18+00:00,0.055
1760659212,2025-10-17T00:00:12+00:00,0.06
1760745614,2025-10-18T00:00:14+00:00,0.055
1760832016,2025-10-19T00:00:16+00:00,0.055
1760918418,2025-10-20T00:00:18+00:00,0.055
1761004808,2025-10-21T00:00:08+00:00,0.055
1761091210,2025-10-22T00:00:10+00:00,0.05
1761177607,2025-10-23T00:00:07+00:00,0.06
1761264009,2025-10-24T00:00:09+00:00,0.055
1761350409,2025-10-25T00:00:09+00:00,0.05
1761436809,2025-10-26T00:00:09+00:00,0.045
1761523209,2025-10-27T00:00:09+00:00,0.045
1761609611,2025-10-28T00:00:11+00:00,0.045
1761696010,2025-10-29T00:00:10+00:00,0.045
1761782410,2025-10-30T00:00:10+00:00,0.045
1761868807,2025-10-31T00:00:07+00:00,0.04
1761955209,2025-11-01T00:00:09+00:00,0.036
1762041608,2025-11-02T00:00:08+00:00,0.037
1762128008,2025-11-03T00:00:08+00:00,0.036
1762214409,2025-11-04T00:00:09+00:00,0.0325
1762300808,2025-11-05T00:00:08+00:00,0.0445
1762387206,2025-11-06T00:00:06+00:00,0.046
1762473608,2025-11-07T00:00:08+00:00,0.0395
1762560007,2025-11-08T00:00:07+00:00,0.046
1762646421,2025-11-09T00:00:21+00:00,0.0405
1762732807,2025-11-10T00:00:07+00:00,0.0355
1762819210,2025-11-11T00:00:10+00:00,0.0425
1762905610,2025-11-12T00:00:10+00:00,0.036
1762992008,2025-11-13T00:00:08+00:00,0.039
1763078409,2025-11-14T00:00:09+00:00,0.0435
1763164810,2025-11-15T00:00:10+00:00,0.0395
1763251208,2025-11-16T00:00:08+00:00,0.04
1763337609,2025-11-17T00:00:09+00:00,0.0395
1763424008,2025-11-18T00:00:08+00:00,0.0415
1763510410,2025-11-19T00:00:10+00:00,0.0405
1763596808,2025-11-20T00:00:08+00:00,0.0415
1763683210,2025-11-21T00:00:10+00:00,0.0385
1763769609,2025-11-22T00:00:09+00:00,0.041
1763856009,2025-11-23T00:00:09+00:00,0.0415
1763942411,2025-11-24T00:00:11+00:00,0.0385
1764028809,2025-11-25T00:00:09+00:00,0.032
1764115209,2025-11-26T00:00:09+00:00,0.03
1764201611,2025-11-27T00:00:11+00:00,0.035
1764288011,2025-11-28T00:00:11+00:00,0.0225
1764374413,2025-11-29T00:00:13+00:00,0.0235
1764460811,2025-11-30T00:00:11+00:00,0.0205
1764547210,2025-12-01T00:00:10+00:00,0.023
1764633608,2025-12-02T00:00:08+00:00,0.0155
1764720011,2025-12-03T00:00:11+00:00,0.022
1764806409,2025-12-04T00:00:09+00:00,0.015
1764892810,2025-12-05T00:00:10+00:00,0.0195
1764979211,2025-12-06T00:00:11+00:00,0.018
1765065623,2025-12-07T00:00:23+00:00,0.022
1765152022,2025-12-08T00:00:22+00:00,0.0145
1765238420,2025-12-09T00:00:20+00:00,0.0185
1765324810,2025-12-10T00:00:10+00:00,0.0185
1765411210,2025-12-11T00:00:10+00:00,0.015
1765497609,2025-12-12T00:00:09+00:00,0.0105
1765584011,2025-12-13T00:00:11+00:00,0.0095
1765670411,2025-12-14T00:00:11+00:00,0.0105
1765756811,2025-12-15T00:00:11+00:00,0.011
1765843209,2025-12-16T00:00:09+00:00,0.0065
1765929606,2025-12-17T00:00:06+00:00,0.007
1765929631,2025-12-17T00:00:31+00:00,0.007
1766016020,2025-12-18T00:00:20+00:00,0.0085
1766102411,2025-12-19T00:00:11+00:00,0.0085
1766188810,2025-12-20T00:00:10+00:00,0.0105
1766275210,2025-12-21T00:00:10+00:00,0.0055
1766361609,2025-12-22T00:00:09+00:00,0.0035
1766448011,2025-12-23T00:00:11+00:00,0.0065
1766534410,2025-12-24T00:00:10+00:00,0.0055
1766620821,2025-12-25T00:00:21+00:00,0.0065
1766707209,2025-12-26T00:00:09+00:00,0.006
1766793612,2025-12-27T00:00:12+00:00,0.004
1766880011,2025-12-28T00:00:11+00:00,0.0035
1766966427,2025-12-29T00:00:27+00:00,0.003
1767052814,2025-12-30T00:00:14+00:00,0.0025
1767139211,2025-12-31T00:00:11+00:00,0.0025
1767225611,2026-01-01T00:00:11+00:00,0.0015
